cve_id,cvss,severity,exploitabilityscore,impactscore,reference,description,cpe_match,attackvector,attackcomplexity,privilegesrequired,userinteraction,confidentialityimpact,integrityimpact,availabilityimpact,publisheddate,modifieddate
CVE-2023-26281,0,-,-,-,https://www.ibm.com/support/pages/node/6958522,IBM HTTP Server 8.5 used by IBM WebSphere Application Server could allow a remote user to cause a denial of service using a specially crafted URL. IBM X-Force ID: 248296.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-25694,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2023-22778,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,A vulnerability in the ArubaOS web management interface could allow an authenticated remote attacker to conduct a stored cross-site scripting (XSS) attack against a user of the interface. A successful exploit could allow an attacker to execute arbitrary script code in a victims browser in the context of the affected interface.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22777,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,An authenticated information disclosure vulnerability exists in the ArubaOS web-based management interface. Successful exploitation of this vulnerability results in the ability to read arbitrary files in the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22776,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,An authenticated path traversal vulnerability exists in the ArubaOS command line interface. Successful exploitation of this vulnerability results in the ability to read arbitrary files on the underlying operating system including sensitive system files.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22775,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,A vulnerability exists which allows an authenticated attacker to access sensitive information on the ArubaOS command line interface. Successful exploitation could allow access to data beyond what is authorized by the users existing privilege level.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22774,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated path traversal vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to delete arbitrary files in the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22773,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated path traversal vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to delete arbitrary files in the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22772,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,An authenticated path traversal vulnerability exists in the ArubaOS web-based management interface. Successful exploitation of this vulnerability results in the ability to delete arbitrary files in the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22771,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,An insufficient session expiration vulnerability exists in the ArubaOS command line interface. Successful exploitation of this vulnerability allows an attacker to keep a session running on an affected device after the removal of the impacted account,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22770,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22769,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22768,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22767,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22766,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22765,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22764,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22763,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22762,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated command injection vulnerabilities exist in the ArubaOS command line interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22761,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated remote command injection vulnerabilities exist in the ArubaOS web-based management interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system. This allows an attacker to fully compromise the underlying operating system on the device running ArubaOS.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22760,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated remote command injection vulnerabilities exist in the ArubaOS web-based management interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system. This allows an attacker to fully compromise the underlying operating system on the device running ArubaOS.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22759,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated remote command injection vulnerabilities exist in the ArubaOS web-based management interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system. This allows an attacker to fully compromise the underlying operating system on the device running ArubaOS.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22758,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,Authenticated remote command injection vulnerabilities exist in the ArubaOS web-based management interface. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary commands as a privileged user on the underlying operating system. This allows an attacker to fully compromise the underlying operating system on the device running ArubaOS.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22757,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are buffer overflow vulnerabilities in multiple underlying operating system processes that could lead to unauthenticated remote code execution by sending specially crafted packets via the PAPI protocol. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22756,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are buffer overflow vulnerabilities in multiple underlying operating system processes that could lead to unauthenticated remote code execution by sending specially crafted packets via the PAPI protocol. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22755,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are buffer overflow vulnerabilities in multiple underlying operating system processes that could lead to unauthenticated remote code execution by sending specially crafted packets via the PAPI protocol. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22754,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are buffer overflow vulnerabilities in multiple underlying operating system processes that could lead to unauthenticated remote code execution by sending specially crafted packets via the PAPI protocol. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22753,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are buffer overflow vulnerabilities in multiple underlying operating system processes that could lead to unauthenticated remote code execution by sending specially crafted packets via the PAPI protocol. Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22752,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are stack-based buffer overflow vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22751,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are stack-based buffer overflow vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22750,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are multiple command injection vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22749,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are multiple command injection vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22748,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are multiple command injection vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:44:00
CVE-2023-22747,0,-,-,-,https://www.arubanetworks.com/assets/alert/ARUBA-PSA-2023-002.txt,There are multiple command injection vulnerabilities that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba Networks access point management protocol) UDP port (8211). Successful exploitation of these vulnerabilities result in the ability to execute arbitrary code as a privileged user on the underlying operating system.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20085,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ise-xss-ubfHG75C,A vulnerability in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an unauthenticated remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device. This vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script in the context of the affected interface or access sensitive browser-based information.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20075,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-sma-privesc-9DVkFpJ8,Vulnerability in the CLI of Cisco Secure Email Gateway could allow an authenticated remote attacker to execute arbitrary commands. These vulnerability is due to improper input validation in the CLI. An attacker could exploit this vulnerability by injecting operating system commands into a legitimate command. A successful exploit could allow the attacker to escape the restricted command prompt and execute arbitrary commands on the underlying operating system. To successfully exploit this vulnerability an attacker would need valid Administrator credentials.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20053,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nexus-dashboard-xss-xc5BcgsQ,A vulnerability in the web-based management interface of Cisco Nexus Dashboard could allow an unauthenticated remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device. This vulnerability is due to insufficient user input validation. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive browser-based information.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20052,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-clamav-xxe-TcSZduhN,On Feb 15 2023 the following vulnerability in the ClamAV scanning library was disclosed: A vulnerability in the DMG file parser of ClamAV versions 1.0.0 and earlier 0.105.1 and earlier and 0.103.7 and earlier could allow an unauthenticated remote attacker to access sensitive information on an affected device. This vulnerability is due to enabling XML entity substitution that may result in XML external entity injection. An attacker could exploit this vulnerability by submitting a crafted DMG file to be scanned by ClamAV on an affected device. A successful exploit could allow the attacker to leak bytes from any file that may be read by the ClamAV scanning process.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20032,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-clamav-q8DThCy,On Feb 15 2023 the following vulnerability in the ClamAV scanning library was disclosed: A vulnerability in the HFS+ partition file parser of ClamAV versions 1.0.0 and earlier 0.105.1 and earlier and 0.103.7 and earlier could allow an unauthenticated remote attacker to execute arbitrary code. This vulnerability is due to a missing buffer size check that may result in a heap buffer overflow write. An attacker could exploit this vulnerability by submitting a crafted HFS+ partition file to be scanned by ClamAV on an affected device. A successful exploit could allow the attacker to execute arbitrary code with the privileges of the ClamAV scanning process or else crash the process resulting in a denial of service (DoS) condition. For a description of this vulnerability see the ClamAV blog [https://blog.clamav.net/].,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20014,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ndb-dnsdos-bYscZOsu,A vulnerability in the DNS functionality of Cisco Nexus Dashboard Software could allow an unauthenticated remote attacker to cause a denial of service (DoS) condition. This vulnerability is due to the improper processing of DNS requests. An attacker could exploit this vulnerability by sending a continuous stream of DNS requests to an affected device. A successful exploit could allow the attacker to cause the coredns service to stop working or cause the device to reload resulting in a DoS condition.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-20009,0,-,-,-,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-esa-sma-privesc-9DVkFpJ8,A vulnerability in the Web UI and administrative CLI of the Cisco Secure Email Gateway (ESA) and Cisco Secure Email and Web Manager (SMA) could allow an authenticated remote attacker and or authenticated local attacker to escalate their privilege level and gain root access. The attacker has to have a valid user credential with at least a [[privilege of operator - validate actual name]]. The vulnerability is due to the processing of a specially crafted SNMP configuration file. An attacker could exploit this vulnerability by authenticating to the targeted device and uploading a specially crafted SNMP configuration file that when uploaded could allow for the execution of commands as root. An exploit could allow the attacker to gain root access on the device.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-0953,0,-,-,-,https://devolutions.net/security/advisories/DEVO-2023-0003,Insufficient input sanitization in the documentation feature of Devolutions Server 2022.3.12 and earlier allows an authenticated attacker to perform an SQL Injection potentially resulting in unauthorized access to system resources.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-0952,0,-,-,-,https://devolutions.net/security/advisories/DEVO-2023-0003,Improper access controls on entries in Devolutions Server 2022.3.12 and earlier could allow an authenticated user to access sensitive data without proper authorization.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-0951,0,-,-,-,https://devolutions.net/security/advisories/DEVO-2023-0003,Improper access controls on some API endpoints in Devolutions Server 2022.3.12 and earlier could allow a standard privileged user to perform privileged actions.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2023-0567,0,-,-,-,https://github.com/php/php-src/security/advisories/GHSA-7fj2-8x79-rjf4,In PHP 8.0.X before 8.0.28 8.1.X before 8.1.16 and 8.2.X before 8.2.3 password_verify() function may accept some invalid Blowfish hashes as valid. If such invalid hash ever ends up in the password database it may lead to an application allowing any password for this entry as valid.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 13:45:00
CVE-2022-42298,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-42297,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-42296,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-42295,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-42294,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-42293,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-40148,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-3168,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
CVE-2022-38741,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,-,-,-,-,-,-,-,-,2023-03-01 08:15:00,2023-03-01 08:15:00
